PID AA_21 AA_22 AA_23 AA_24 AA_25 AA_26 AA_27 AA_28 AA_29 AA_30 AA_31 AA_32 AA_33 AA_34 AA_35 AA_36 AA_37 AA_38 AA_39 AA_40
Pathogen_288 1 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0
Pathogen_289 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 1 1
Pathogen_290 1 0 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0
Pathogen_291 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0
Pathogen_292 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0
Pathogen_293 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
Pathogen_294 1 1 1 1 1 0 0 1 0 0 0 0 1 0 0 1 1 0 1 0
Pathogen_295 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0
Pathogen_296 1 0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 0 1 0
Pathogen_297 0 0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1 0
Pathogen_298 1 0 1 1 1 0 0 1 1 0 1 1 0 0 0 1 1 1 1 0
Pathogen_299 0 0 1 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0
Pathogen_300 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 0
Pathogen_301 0 0 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0
Pathogen_302 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0
Pathogen_303 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 1 1 0
Pathogen_304 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0
Pathogen_305 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0
Pathogen_306 1 0 1 1 1 1 0 1 0 0 1 0 0 0 1 1 0 0 1 0
Pathogen_307 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1
Pathogen_308 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0
Pathogen_309 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0
Pathogen_310 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 1
Pathogen_311 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1
Pathogen_312 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0
Pathogen_313 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1
Pathogen_314 0 1 0 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0
Pathogen_315 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 0 0 1 1
Pathogen_316 0 1 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1
Pathogen_317 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0
Pathogen_318 1 0 1 1 1 1 0 1 1 0 1 0 0 0 0 0 1 0 1 1
Pathogen_319 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0 1 0 0 0 1
Pathogen_320 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1
Pathogen_321 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 1 0
Pathogen_322 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
Pathogen_323 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0
Pathogen_324 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1
Pathogen_325 0 0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0
Pathogen_326 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0
Pathogen_327 0 1 1 0 1 0 0 1 0 0 1 0 1 1 1 1 0 0 0 0
Pathogen_328 1 1 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1
Pathogen_329 1 1 0 0 1 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0
Pathogen_330 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1
Pathogen_331 0 1 0 1 1 1 0 1 1 0 1 0 0 0 1 0 0 0 1 0
Pathogen_332 1 1 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 1 1
Pathogen_333 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 0
Pathogen_334 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0
Pathogen_335 0 1 0 1 1 1 0 0 0 0 1 1 1 1 0 1 1 0 1 0
Pathogen_336 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0
Pathogen_337 1 0 1 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 0
Pathogen_338 1 0 0 0 1 1 0 1 1 0 1 0 1 1 0 1 0 0 1 0
Pathogen_339 1 1 1 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0
Pathogen_340 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
Pathogen_341 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1
Pathogen_342 0 1 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0
Pathogen_343 0 1 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0
Pathogen_344 0 0 1 1 1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0
Pathogen_345 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0
Pathogen_346 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 0
Pathogen_347 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
Pathogen_348 1 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0
Pathogen_349 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0
Pathogen_350 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 1 0 0 1 0
Pathogen_351 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1
Pathogen_352 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_353 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0
Pathogen_354 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0
Pathogen_355 0 1 0 0 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0
Pathogen_356 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_357 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1
Pathogen_358 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0
Pathogen_359 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Pathogen_360 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1
Pathogen_361 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1
Pathogen_362 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1
Pathogen_363 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
Pathogen_364 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0
Pathogen_365 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0
Pathogen_366 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Pathogen_367 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
Pathogen_368 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0
Pathogen_369 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pathogen_370 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0
Pathogen_371 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0
Pathogen_372 0 0 0 0 1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1
Pathogen_373 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
Pathogen_374 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_375 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0
Pathogen_376 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Pathogen_377 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
Pathogen_378 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1
Pathogen_379 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_380 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_381 0 1 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0
Pathogen_382 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 0 1
Pathogen_383 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_384 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_385 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
Pathogen_386 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0
Pathogen_387 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0
Pathogen_388 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Pathogen_389 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
Pathogen_390 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_391 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Pathogen_392 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_393 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0
Pathogen_394 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0
Pathogen_395 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1
Pathogen_396 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0
Pathogen_397 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
Pathogen_398 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0
Pathogen_399 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
Pathogen_400 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 1 1 0 0
Pathogen_401 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
Pathogen_402 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
Pathogen_403 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Pathogen_404 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Pathogen_405 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_406 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_407 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1
Pathogen_408 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
Pathogen_409 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0
Pathogen_410 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
Pathogen_411 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0
Pathogen_412 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0
Pathogen_413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
Pathogen_414 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
Pathogen_415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Pathogen_416 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_417 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0
Pathogen_418 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0
Pathogen_419 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
Pathogen_420 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0
Pathogen_421 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1
Pathogen_422 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Pathogen_423 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Pathogen_424 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0
Pathogen_425 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_426 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_427 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0
Pathogen_428 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_429 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
Pathogen_430 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0
Pathogen_431 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_432 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0
Pathogen_433 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
Pathogen_434 0 0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0
Pathogen_435 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0
Pathogen_436 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0
Pathogen_437 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0
Pathogen_438 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pathogen_439 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
Pathogen_440 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
Pathogen_441 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1
Pathogen_442 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1
Pathogen_443 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0
Pathogen_444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
Pathogen_445 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1
Pathogen_446 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Pathogen_447 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
Pathogen_448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_449 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
Pathogen_450 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1
Pathogen_451 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
Pathogen_452 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0
Pathogen_453 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Pathogen_454 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_455 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_456 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0
Pathogen_457 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
Pathogen_458 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0
Pathogen_459 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0
Pathogen_460 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_461 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
Pathogen_462 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
Pathogen_463 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_464 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_465 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_466 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1
Pathogen_467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
Pathogen_468 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_469 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0
Pathogen_470 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_471 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_472 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
Pathogen_473 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1
Pathogen_474 0 0 0 0 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 1
Pathogen_475 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1
Pathogen_476 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Pathogen_477 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1
Pathogen_478 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_479 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0
Pathogen_480 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0
Pathogen_481 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_482 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0
Pathogen_483 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_484 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1
Pathogen_485 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1
Pathogen_486 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0
Pathogen_487 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
Pathogen_488 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_489 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Pathogen_490 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_491 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
Pathogen_492 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0
Pathogen_493 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
Pathogen_494 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0
Pathogen_495 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1
Pathogen_496 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_497 1 1 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 1 0 0
Pathogen_498 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 1
Pathogen_499 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 1
Pathogen_500 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
