PID AA_1 AA_2 AA_3 AA_4 AA_5 AA_6 AA_7 AA_8 AA_9 AA_10 AA_11 AA_12 AA_13 AA_14 AA_15 AA_16 AA_17 AA_18 AA_19 AA_20
Pathogen_288 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_289 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0
Pathogen_290 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0
Pathogen_291 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0
Pathogen_292 0 1 1 1 1 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0
Pathogen_293 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0
Pathogen_294 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0
Pathogen_295 0 0 1 1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 1 1
Pathogen_296 0 0 0 1 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1
Pathogen_297 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 1 0 1 1 1
Pathogen_298 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0
Pathogen_299 0 0 1 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0
Pathogen_300 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
Pathogen_301 0 0 1 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 0
Pathogen_302 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1
Pathogen_303 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1
Pathogen_304 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0
Pathogen_305 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 1 1 0 1 1
Pathogen_306 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0
Pathogen_307 1 1 0 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1
Pathogen_308 0 0 1 0 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0
Pathogen_309 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 1
Pathogen_310 0 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 0 0 0 0
Pathogen_311 1 0 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1
Pathogen_312 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 1 0 0
Pathogen_313 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0
Pathogen_314 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
Pathogen_315 0 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1
Pathogen_316 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0
Pathogen_317 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1
Pathogen_318 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0
Pathogen_319 0 1 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1
Pathogen_320 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0
Pathogen_321 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0
Pathogen_322 0 0 0 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 0 1
Pathogen_323 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0
Pathogen_324 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1
Pathogen_325 0 1 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0
Pathogen_326 0 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 1 1
Pathogen_327 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0 0 0 1
Pathogen_328 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0
Pathogen_329 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 1 1
Pathogen_330 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0
Pathogen_331 0 1 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0
Pathogen_332 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0
Pathogen_333 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0
Pathogen_334 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1
Pathogen_335 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1
Pathogen_336 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 1
Pathogen_337 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0
Pathogen_338 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1 1 0 0
Pathogen_339 0 0 0 0 0 1 1 0 1 1 0 0 1 1 1 0 0 1 0 0
Pathogen_340 0 1 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0
Pathogen_341 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1
Pathogen_342 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0
Pathogen_343 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 0
Pathogen_344 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0
Pathogen_345 0 0 0 1 1 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0
Pathogen_346 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0
Pathogen_347 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0
Pathogen_348 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1
Pathogen_349 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1
Pathogen_350 0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1
Pathogen_351 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0
Pathogen_352 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0
Pathogen_353 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0
Pathogen_354 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0
Pathogen_355 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1
Pathogen_356 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Pathogen_357 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Pathogen_358 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0
Pathogen_359 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1
Pathogen_360 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0
Pathogen_361 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0
Pathogen_362 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0
Pathogen_363 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
Pathogen_364 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
Pathogen_365 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1
Pathogen_366 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
Pathogen_367 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
Pathogen_368 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
Pathogen_369 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0
Pathogen_370 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0
Pathogen_371 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 1 1
Pathogen_372 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0
Pathogen_373 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1
Pathogen_374 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0
Pathogen_375 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0
Pathogen_376 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1
Pathogen_377 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Pathogen_378 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1
Pathogen_379 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0
Pathogen_380 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 1 1
Pathogen_381 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0
Pathogen_382 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0
Pathogen_383 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
Pathogen_384 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_385 1 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 1
Pathogen_386 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1
Pathogen_387 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0
Pathogen_388 1 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0
Pathogen_389 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
Pathogen_390 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
Pathogen_391 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0
Pathogen_392 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0
Pathogen_393 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_394 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0
Pathogen_395 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0
Pathogen_396 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1
Pathogen_397 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0
Pathogen_398 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
Pathogen_399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Pathogen_400 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1
Pathogen_401 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
Pathogen_402 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0
Pathogen_403 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0
Pathogen_404 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1
Pathogen_405 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1
Pathogen_406 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
Pathogen_407 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0
Pathogen_408 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Pathogen_409 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0
Pathogen_410 1 1 0 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 1 1
Pathogen_411 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 1 0
Pathogen_412 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1
Pathogen_413 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0
Pathogen_414 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1
Pathogen_415 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 1 1
Pathogen_416 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0 1
Pathogen_417 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0
Pathogen_418 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
Pathogen_419 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1
Pathogen_420 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0
Pathogen_421 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 1 0 1 0 1
Pathogen_422 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0
Pathogen_423 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 0 1
Pathogen_424 1 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
Pathogen_425 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Pathogen_426 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1
Pathogen_427 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1
Pathogen_428 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1
Pathogen_429 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1
Pathogen_430 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0
Pathogen_431 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
Pathogen_432 0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0
Pathogen_433 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1
Pathogen_434 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 1
Pathogen_435 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
Pathogen_436 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1
Pathogen_437 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 0
Pathogen_438 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0
Pathogen_439 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1
Pathogen_440 0 0 0 0 1 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1
Pathogen_441 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Pathogen_442 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0
Pathogen_443 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
Pathogen_444 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0
Pathogen_445 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
Pathogen_446 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1
Pathogen_447 1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0
Pathogen_448 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0
Pathogen_449 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1
Pathogen_450 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0
Pathogen_451 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
Pathogen_452 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0
Pathogen_453 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0
Pathogen_454 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Pathogen_455 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
Pathogen_456 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0
Pathogen_457 1 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0
Pathogen_458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_459 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1
Pathogen_460 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0
Pathogen_461 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1
Pathogen_462 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1
Pathogen_463 1 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0
Pathogen_464 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0 1 1
Pathogen_465 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
Pathogen_466 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1
Pathogen_467 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
Pathogen_468 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0
Pathogen_469 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1
Pathogen_470 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0
Pathogen_471 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
Pathogen_472 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_473 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0
Pathogen_474 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1
Pathogen_475 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 0 0 1
Pathogen_476 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0
Pathogen_477 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1
Pathogen_478 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0
Pathogen_479 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0
Pathogen_480 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1
Pathogen_481 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1
Pathogen_482 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1
Pathogen_483 0 0 0 0 1 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0
Pathogen_484 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1
Pathogen_485 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0
Pathogen_486 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1
Pathogen_487 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 1 1
Pathogen_488 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1
Pathogen_489 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1
Pathogen_490 1 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1
Pathogen_491 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_492 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Pathogen_493 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1
Pathogen_494 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0
Pathogen_495 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1
Pathogen_496 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0
Pathogen_497 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 1
Pathogen_498 0 1 0 0 1 1 1 1 0 0 1 0 1 0 1 0 0 0 1 0
Pathogen_499 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0
Pathogen_500 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1
